   1,    1, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_001\Image_001.png', cX=  37, cY= 225, Frame=   150
  31,   18, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_031\Image_018.png', cX=1231, cY= 605, Frame=   564
  19,   81, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_019\Image_081.png', cX=3957, cY= 132, Frame=   565
  20,   72, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_020\Image_072.png', cX=3495, cY=1530, Frame=   565
  22,   71, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_022\Image_071.png', cX=4067, cY= 271, Frame=   565
  23,   70, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_023\Image_070.png', cX=3590, cY=1372, Frame=   565
  25,   35, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_025\Image_035.png', cX=2025, cY= 608, Frame=   565
  26,   33, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_026\Image_033.png', cX=2280, cY= 146, Frame=   565
  27,   32, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_027\Image_032.png', cX=1524, cY= 132, Frame=   565
  28,   32, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_028\Image_032.png', cX=1933, cY=1640, Frame=   565
  29,   28, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_029\Image_028.png', cX= 250, cY=  38, Frame=   565
  30,   20, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_030\Image_020.png', cX=1436, cY= 352, Frame=   565
  31,   19, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_031\Image_019.png', cX=1284, cY= 604, Frame=   565
  19,   82, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_019\Image_082.png', cX=4000, cY= 132, Frame=   566
  20,   73, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_020\Image_073.png', cX=3536, cY=1531, Frame=   566
  23,   71, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_023\Image_071.png', cX=3633, cY=1376, Frame=   566
  25,   36, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_025\Image_036.png', cX=2073, cY= 615, Frame=   566
  26,   34, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_026\Image_034.png', cX=2330, cY= 145, Frame=   566
  27,   33, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_027\Image_033.png', cX=1564, cY= 133, Frame=   566
  28,   33, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_028\Image_033.png', cX=1983, cY=1640, Frame=   566
  29,   29, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_029\Image_029.png', cX= 250, cY=  38, Frame=   566
  30,   21, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_030\Image_021.png', cX=1495, cY= 351, Frame=   566
  31,   20, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_031\Image_020.png', cX=1336, cY= 603, Frame=   566
  19,   83, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_019\Image_083.png', cX=4038, cY= 130, Frame=   567
  20,   74, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_020\Image_074.png', cX=3579, cY=1531, Frame=   567
  23,   72, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_023\Image_072.png', cX=3676, cY=1378, Frame=   567
  25,   37, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_025\Image_037.png', cX=2121, cY= 615, Frame=   567
  26,   35, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_026\Image_035.png', cX=2379, cY= 143, Frame=   567
  27,   34, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_027\Image_034.png', cX=1604, cY= 133, Frame=   567
  28,   34, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_028\Image_034.png', cX=2034, cY=1639, Frame=   567
  29,   30, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_029\Image_030.png', cX= 249, cY=  38, Frame=   567
  30,   22, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_030\Image_022.png', cX=1554, cY= 351, Frame=   567
  31,   21, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_031\Image_021.png', cX=1389, cY= 602, Frame=   567
  19,   84, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_019\Image_084.png', cX=4078, cY= 132, Frame=   568
  20,   75, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_020\Image_075.png', cX=3621, cY=1532, Frame=   568
  23,   73, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_023\Image_073.png', cX=3722, cY=1380, Frame=   568
  25,   38, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_025\Image_038.png', cX=2170, cY= 615, Frame=   568
  26,   36, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_026\Image_036.png', cX=2428, cY= 142, Frame=   568
  27,   35, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_027\Image_035.png', cX=1645, cY= 132, Frame=   568
  28,   35, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_028\Image_035.png', cX=2084, cY=1639, Frame=   568
  29,   31, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_029\Image_031.png', cX= 250, cY=  38, Frame=   568
  30,   23, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_030\Image_023.png', cX=1613, cY= 350, Frame=   568
  31,   22, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_031\Image_022.png', cX=1441, cY= 601, Frame=   568
  20,   76, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_020\Image_076.png', cX=3663, cY=1534, Frame=   569
  23,   74, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_023\Image_074.png', cX=3772, cY=1383, Frame=   569
  25,   39, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_025\Image_039.png', cX=2217, cY= 615, Frame=   569
  26,   37, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_026\Image_037.png', cX=2477, cY= 141, Frame=   569
  27,   36, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_027\Image_036.png', cX=1685, cY= 133, Frame=   569
  28,   36, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_028\Image_036.png', cX=2134, cY=1639, Frame=   569
  29,   32, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_029\Image_032.png', cX= 250, cY=  38, Frame=   569
  30,   24, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_030\Image_024.png', cX=1672, cY= 349, Frame=   569
  31,   23, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_031\Image_023.png', cX=1493, cY= 600, Frame=   569
  20,   77, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_020\Image_077.png', cX=3707, cY=1535, Frame=   570
  23,   75, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_023\Image_075.png', cX=3822, cY=1386, Frame=   570
  25,   40, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_025\Image_040.png', cX=2266, cY= 614, Frame=   570
  26,   38, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_026\Image_038.png', cX=2525, cY= 139, Frame=   570
  27,   37, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_027\Image_037.png', cX=1725, cY= 132, Frame=   570
  28,   37, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_028\Image_037.png', cX=2184, cY=1639, Frame=   570
  29,   33, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_029\Image_033.png', cX= 248, cY=  38, Frame=   570
  30,   25, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_030\Image_025.png', cX=1731, cY= 349, Frame=   570
  31,   24, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_031\Image_024.png', cX=1545, cY= 600, Frame=   570
  20,   78, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_020\Image_078.png', cX=3751, cY=1534, Frame=   571
  23,   76, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_023\Image_076.png', cX=3873, cY=1386, Frame=   571
  25,   41, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_025\Image_041.png', cX=2313, cY= 613, Frame=   571
  26,   39, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_026\Image_039.png', cX=2574, cY= 139, Frame=   571
  27,   38, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_027\Image_038.png', cX=1766, cY= 133, Frame=   571
  28,   38, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_028\Image_038.png', cX=2234, cY=1638, Frame=   571
  29,   34, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_029\Image_034.png', cX= 248, cY=  38, Frame=   571
  30,   26, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_030\Image_026.png', cX=1791, cY= 349, Frame=   571
  31,   25, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_031\Image_025.png', cX=1598, cY= 600, Frame=   571
  20,   79, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_020\Image_079.png', cX=3794, cY=1535, Frame=   572
  23,   77, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_023\Image_077.png', cX=3929, cY=1387, Frame=   572
  25,   42, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_025\Image_042.png', cX=2360, cY= 612, Frame=   572
  26,   40, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_026\Image_040.png', cX=2623, cY= 138, Frame=   572
  27,   39, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_027\Image_039.png', cX=1807, cY= 133, Frame=   572
  28,   39, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_028\Image_039.png', cX=2284, cY=1638, Frame=   572
  29,   35, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_029\Image_035.png', cX= 248, cY=  39, Frame=   572
  30,   27, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_030\Image_027.png', cX=1849, cY= 348, Frame=   572
  31,   26, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_031\Image_026.png', cX=1650, cY= 599, Frame=   572
  20,   80, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_020\Image_080.png', cX=3837, cY=1535, Frame=   573
  23,   78, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_023\Image_078.png', cX=3987, cY=1388, Frame=   573
  25,   43, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_025\Image_043.png', cX=2408, cY= 611, Frame=   573
  26,   41, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_026\Image_041.png', cX=2671, cY= 138, Frame=   573
  27,   40, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_027\Image_040.png', cX=1847, cY= 133, Frame=   573
  28,   40, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_028\Image_040.png', cX=2333, cY=1637, Frame=   573
  29,   36, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_029\Image_036.png', cX= 247, cY=  39, Frame=   573
  30,   28, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_030\Image_028.png', cX=1907, cY= 348, Frame=   573
  31,   27, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_031\Image_027.png', cX=1702, cY= 598, Frame=   573
  20,   81, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_020\Image_081.png', cX=3881, cY=1536, Frame=   574
  23,   79, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_023\Image_079.png', cX=4042, cY=1386, Frame=   574
  25,   44, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_025\Image_044.png', cX=2456, cY= 611, Frame=   574
  26,   42, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_026\Image_042.png', cX=2718, cY= 138, Frame=   574
  27,   41, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_027\Image_041.png', cX=1886, cY= 134, Frame=   574
  28,   41, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_028\Image_041.png', cX=2382, cY=1636, Frame=   574
  29,   37, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_029\Image_037.png', cX= 248, cY=  39, Frame=   574
  30,   29, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_030\Image_029.png', cX=1966, cY= 348, Frame=   574
  31,   28, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_031\Image_028.png', cX=1752, cY= 597, Frame=   574
  20,   82, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_020\Image_082.png', cX=3923, cY=1537, Frame=   575
  23,   80, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_023\Image_080.png', cX=4091, cY=1382, Frame=   575
  25,   45, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_025\Image_045.png', cX=2503, cY= 610, Frame=   575
  26,   43, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_026\Image_043.png', cX=2765, cY= 138, Frame=   575
  27,   42, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_027\Image_042.png', cX=1927, cY= 135, Frame=   575
  28,   42, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_028\Image_042.png', cX=2430, cY=1636, Frame=   575
  29,   38, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_029\Image_038.png', cX= 248, cY=  39, Frame=   575
  30,   30, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_030\Image_030.png', cX=2024, cY= 347, Frame=   575
  31,   29, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_031\Image_029.png', cX=1803, cY= 597, Frame=   575
  20,   83, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_020\Image_083.png', cX=3966, cY=1536, Frame=   576
  25,   46, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_025\Image_046.png', cX=2550, cY= 610, Frame=   576
  26,   44, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_026\Image_044.png', cX=2812, cY= 138, Frame=   576
  27,   43, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_027\Image_043.png', cX=1966, cY= 136, Frame=   576
  28,   43, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_028\Image_043.png', cX=2478, cY=1636, Frame=   576
  29,   39, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_029\Image_039.png', cX= 247, cY=  39, Frame=   576
  30,   31, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_030\Image_031.png', cX=2083, cY= 347, Frame=   576
  31,   30, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_031\Image_030.png', cX=1853, cY= 596, Frame=   576
  20,   84, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_020\Image_084.png', cX=4011, cY=1534, Frame=   577
  25,   47, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_025\Image_047.png', cX=2597, cY= 609, Frame=   577
  26,   45, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_026\Image_045.png', cX=2859, cY= 137, Frame=   577
  27,   44, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_027\Image_044.png', cX=2006, cY= 136, Frame=   577
  28,   44, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_028\Image_044.png', cX=2527, cY=1635, Frame=   577
  29,   40, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_029\Image_040.png', cX= 248, cY=  39, Frame=   577
  30,   32, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_030\Image_032.png', cX=2141, cY= 347, Frame=   577
  31,   31, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_031\Image_031.png', cX=1904, cY= 595, Frame=   577
  20,   85, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_020\Image_085.png', cX=4053, cY=1533, Frame=   578
  25,   48, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_025\Image_048.png', cX=2644, cY= 607, Frame=   578
  26,   46, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_026\Image_046.png', cX=2907, cY= 137, Frame=   578
  27,   45, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_027\Image_045.png', cX=2045, cY= 136, Frame=   578
  28,   45, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_028\Image_045.png', cX=2575, cY=1635, Frame=   578
  29,   41, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_029\Image_041.png', cX= 247, cY=  39, Frame=   578
  30,   33, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_030\Image_033.png', cX=2200, cY= 346, Frame=   578
  31,   32, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_031\Image_032.png', cX=1956, cY= 595, Frame=   578
  32,    1, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_032\Image_001.png', cX= 236, cY=1339, Frame=   578
  20,   86, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_020\Image_086.png', cX=4086, cY=1525, Frame=   579
  25,   49, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_025\Image_049.png', cX=2691, cY= 607, Frame=   579
  26,   47, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_026\Image_047.png', cX=2954, cY= 137, Frame=   579
  27,   46, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_027\Image_046.png', cX=2086, cY= 136, Frame=   579
  28,   46, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_028\Image_046.png', cX=2624, cY=1635, Frame=   579
  29,   42, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_029\Image_042.png', cX= 247, cY=  39, Frame=   579
  30,   34, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_030\Image_034.png', cX=2258, cY= 346, Frame=   579
  31,   33, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_031\Image_033.png', cX=2007, cY= 595, Frame=   579
  32,    2, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_032\Image_002.png', cX= 295, cY=1338, Frame=   579
  25,   50, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_025\Image_050.png', cX=2739, cY= 608, Frame=   580
  26,   48, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_026\Image_048.png', cX=3003, cY= 137, Frame=   580
  27,   47, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_027\Image_047.png', cX=2126, cY= 136, Frame=   580
  28,   47, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_028\Image_047.png', cX=2673, cY=1635, Frame=   580
  29,   43, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_029\Image_043.png', cX= 248, cY=  39, Frame=   580
  30,   35, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_030\Image_035.png', cX=2317, cY= 345, Frame=   580
  31,   34, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_031\Image_034.png', cX=2058, cY= 594, Frame=   580
  32,    3, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_032\Image_003.png', cX= 355, cY=1337, Frame=   580
  25,   51, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_025\Image_051.png', cX=2788, cY= 607, Frame=   581
  26,   49, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_026\Image_049.png', cX=3051, cY= 138, Frame=   581
  27,   48, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_027\Image_048.png', cX=2167, cY= 136, Frame=   581
  28,   48, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_028\Image_048.png', cX=2722, cY=1635, Frame=   581
  29,   44, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_029\Image_044.png', cX= 249, cY=  39, Frame=   581
  30,   36, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_030\Image_036.png', cX=2375, cY= 345, Frame=   581
  31,   35, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_031\Image_035.png', cX=2110, cY= 594, Frame=   581
  32,    4, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_032\Image_004.png', cX= 414, cY=1335, Frame=   581
  33,    1, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_033\Image_001.png', cX= 309, cY=1235, Frame=   581
  25,   52, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_025\Image_052.png', cX=2834, cY= 607, Frame=   582
  26,   50, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_026\Image_050.png', cX=3099, cY= 137, Frame=   582
  27,   49, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_027\Image_049.png', cX=2207, cY= 134, Frame=   582
  28,   49, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_028\Image_049.png', cX=2770, cY=1634, Frame=   582
  29,   45, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_029\Image_045.png', cX= 249, cY=  39, Frame=   582
  30,   37, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_030\Image_037.png', cX=2433, cY= 343, Frame=   582
  31,   36, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_031\Image_036.png', cX=2161, cY= 593, Frame=   582
  32,    5, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_032\Image_005.png', cX= 473, cY=1333, Frame=   582
  33,    2, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_033\Image_002.png', cX= 364, cY=1233, Frame=   582
  25,   53, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_025\Image_053.png', cX=2881, cY= 606, Frame=   583
  26,   51, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_026\Image_051.png', cX=3147, cY= 137, Frame=   583
  27,   50, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_027\Image_050.png', cX=2246, cY= 133, Frame=   583
  28,   50, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_028\Image_050.png', cX=2818, cY=1634, Frame=   583
  29,   46, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_029\Image_046.png', cX= 249, cY=  39, Frame=   583
  30,   38, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_030\Image_038.png', cX=2490, cY= 343, Frame=   583
  31,   37, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_031\Image_037.png', cX=2211, cY= 592, Frame=   583
  32,    6, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_032\Image_006.png', cX= 531, cY=1333, Frame=   583
  25,   54, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_025\Image_054.png', cX=2929, cY= 604, Frame=   584
  26,   52, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_026\Image_052.png', cX=3194, cY= 138, Frame=   584
  27,   51, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_027\Image_051.png', cX=2284, cY= 132, Frame=   584
  28,   51, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_028\Image_051.png', cX=2867, cY=1634, Frame=   584
  29,   47, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_029\Image_047.png', cX= 249, cY=  39, Frame=   584
  30,   39, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_030\Image_039.png', cX=2548, cY= 342, Frame=   584
  31,   38, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_031\Image_038.png', cX=2263, cY= 591, Frame=   584
  32,    7, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_032\Image_007.png', cX= 588, cY=1333, Frame=   584
  25,   55, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_025\Image_055.png', cX=2975, cY= 605, Frame=   585
  26,   53, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_026\Image_053.png', cX=3242, cY= 138, Frame=   585
  27,   52, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_027\Image_052.png', cX=2324, cY= 131, Frame=   585
  28,   52, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_028\Image_052.png', cX=2914, cY=1634, Frame=   585
  29,   48, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_029\Image_048.png', cX= 248, cY=  39, Frame=   585
  30,   40, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_030\Image_040.png', cX=2605, cY= 341, Frame=   585
  31,   39, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_031\Image_039.png', cX=2313, cY= 591, Frame=   585
